assists,bonus,bps,can_select,can_transact,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,red_cards,region,removed,saves,saves_per_90,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,team,team_code,team_join_date,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,6,True,True,0,0,0,0.0,75115,None,,0,0,-1,1,1.7,435,48,None,,0,4,0.0,0.0,0,0.00,0.0,0.00,0.0,0.00,1.17,1.85,0.0,Callum,0.0,716,76,2,3.16,0,1.1,468,49,421,False,2.0,479,49,57,Hamstring injury - Expected back 15 Feb,2024-12-12T11:30:08.753948Z,69,28,13,0,0,1,0,,75115.jpg,0.8,482,51,0,241,False,0,0.0,Wilson,0.0,533,69,False,None,0,0.0,i,15,4,2020-09-07,8.0,373,46,3,5926,62,12496,192,0.0,0.4,Wilson,1
0,0,0,False,True,0,0,0,0,578512,None,,0,0,0,0,0.0,539,212,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Miodrag,0.0,476,190,0,0,0,0.0,558,214,574,False,0.0,559,214,0,Loaned to Willem II,2024-09-10T11:08:18.853575Z,40,677,214,0,0,None,0,,578512.jpg,0.0,565,214,0,None,False,0,0,Pivaš,0.1,492,176,False,None,0,0,u,15,4,None,0.0,507,202,0,2653,0,11252,109,0.0,0.0,Pivas,0
0,0,15,True,True,None,None,0,0.0,538207,None,,0,0,-1,1,10.3,393,45,None,,0,4,0.2,-0.3,0,0.02,0.06,0.02,0.06,0.00,0.48,1.54,0.0,William,0.2,383,39,1,3.21,0,1.9,455,47,590,False,4.2,463,46,28,,None,49,280,57,0,0,None,0,,538207.jpg,1.0,452,46,0,58,False,0,0.0,Osula,0.2,392,60,False,None,0,0.0,a,15,4,2024-08-08,4.0,403,48,6,22710,751,26814,763,0.0,1.2,Osula,0
1,1,107,True,True,100,100,3,0.34,106468,None,,0,0,-2,2,78.6,246,66,None,,1,2,-1.0,0.0,0,0.81,0.09,0.98,0.11,0.17,10.56,1.21,0.02,Álex,0.0,501,208,13,1.49,0,26.0,285,90,26,False,156.6,240,92,787,,2024-12-07T21:30:07.580389Z,43,539,114,0,0,None,0,,106468.jpg,2.7,156,45,0,200,False,0,0.0,Moreno Lopera,0.4,271,100,False,None,10,1.14,a,16,17,2024-08-21,25.0,308,101,30,94169,1015,122300,2841,0.0,7.0,Alex Moreno,2
0,15,350,True,True,100,100,9,0.47,159506,None,,0,0,7,-7,142.2,158,32,None,,4,2,7.8,8.8,6,1.17,0.06,1.73,0.09,0.56,20.60,1.07,0.03,Ola,8.8,3,1,18,0.93,2,55.8,145,36,422,True,357.4,74,27,1733,,2024-11-21T08:30:09.347848Z,52,159,18,0,0,None,0,,159506.jpg,4.8,18,1,0,157,False,0,0.0,Aina,25.0,12,5,False,None,20,1.04,a,16,17,2023-07-22,59.0,246,72,95,3479059,189051,945590,73984,1.7,18.3,Aina,2
5,4,283,True,True,100,100,8,0.6,215379,3,,0,0,0,0,407.3,34,27,None,,0,3,1.5,2.5,2,2.37,0.18,3.42,0.26,1.05,14.27,1.07,0.08,Elliot,2.5,134,58,12,0.9,0,91.4,62,39,423,False,323.4,99,33,1197,,2024-11-13T15:30:08.535910Z,50,202,126,0,0,None,0,,215379.jpg,2.8,150,62,0,241,False,0,0.0,Anderson,0.3,322,102,False,None,15,1.13,a,16,17,2024-07-01,183.0,112,74,54,48770,2427,42630,2767,0.5,10.8,Anderson,5
0,0,58,True,True,None,None,0,0.0,210156,None,,0,0,-5,5,23.6,345,42,None,,0,4,1.0,2.0,5,0.09,0.04,1.77,0.73,1.68,2.92,1.21,0.69,Taiwo,2.0,182,24,3,1.24,1,15.4,345,37,424,False,47.6,375,38,218,,None,55,106,31,0,0,None,0,,210156.jpg,1.3,370,39,0,157,False,0,0.0,Awoniyi,0.3,300,49,False,None,2,0.83,a,16,17,2022-06-25,90.0,195,36,20,39683,2582,104344,1699,0.4,3.6,Awoniyi,0
0,0,20,True,True,100,100,0,0.0,90585,None,,0,0,-3,3,0.2,459,168,None,,0,2,-1.0,0.0,0,0.00,0.0,0.07,0.06,0.07,1.70,1.35,0.06,Willy,0.0,493,204,1,0.8,0,5.8,409,138,425,False,41.2,380,134,113,,2024-09-11T12:30:07.170970Z,42,574,139,0,0,None,0,,90585.jpg,1.0,412,143,0,54,False,0,0.0,Boly,0.1,423,151,False,None,1,0.8,a,16,17,2022-09-01,17.0,339,116,4,9751,381,25140,436,0.0,1.0,Boly,1
0,0,0,False,True,0,0,0,0,245830,None,,0,0,0,0,0.0,606,248,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Josh,0.0,555,210,0,0,0,0.0,611,246,426,False,0.0,612,247,0,Loaned to  Preston North End,2024-08-31T08:19:22.292913Z,45,379,233,0,0,None,0,,245830.jpg,0.0,618,250,0,None,False,0,0,Bowler,0.0,617,261,False,None,0,0,u,16,17,None,0.0,588,242,0,1220,0,6356,38,0.0,0.0,Bowler,0
0,0,0,True,True,None,None,0,0,475123,None,,0,0,-3,3,0.0,561,53,None,,0,1,-1.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Carlos Miguel,0.0,497,62,0,0,0,0.0,574,67,427,False,0.0,575,67,0,,None,42,589,37,0,0,None,0,,475123.jpg,0.0,581,67,0,30,False,0,0,dos Santos Pereira,0.2,382,56,False,None,0,0,a,16,17,2024-07-09,0.0,531,41,0,11673,749,32433,675,0.0,0.0,C.Miguel,0
0,0,9,True,True,None,None,0,0.0,569014,None,,0,0,-1,1,0.3,453,228,None,,0,3,-1.0,0.0,0,0.00,0.0,0.00,0.0,0.00,0.31,1.0,0.0,Eric,0.0,537,203,0,0.0,0,0.6,476,224,428,False,5.2,457,214,28,,None,44,523,314,0,0,None,0,,569014.jpg,1.0,425,193,0,80,False,0,0.0,da Silva Moreira,0.1,454,164,False,None,0,0.0,a,16,17,2024-07-01,0.0,570,235,2,14691,991,14522,785,0.0,0.5,Da Silva Moreira,0
0,0,1,True,True,100,0,0,0.0,513046,None,,0,0,-3,3,0.1,463,232,None,,0,3,-1.0,0.0,0,0.00,0.0,0.00,0.0,0.00,0.28,1.8,0.0,Danilo,0.0,636,270,0,0.0,0,0.0,681,298,429,False,0.0,681,298,14,,2024-08-17T20:00:06.172553Z,47,341,220,0,0,None,0,,513046.jpg,1.0,442,206,0,30,False,0,0.0,dos Santos de Oliveira,0.0,631,268,False,None,1,6.43,a,16,17,2023-01-16,0.0,662,294,1,781,133,5506,30,0.0,0.2,Danilo,0
0,0,0,True,True,None,None,0,0,230251,None,,0,0,-1,1,0.0,685,66,None,,0,4,-1.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Emmanuel,0.0,658,60,0,0,0,0.0,689,67,430,False,0.0,689,67,0,,None,49,260,54,0,0,None,0,,230251.jpg,0.0,691,68,0,157,False,0,0,Dennis,0.3,320,51,False,None,0,0,a,16,17,2022-08-13,0.0,677,67,0,47283,1353,54223,1461,0.0,0.0,Dennis,0
0,0,120,True,True,100,100,3,0.28,250199,None,,0,0,-2,2,88.4,225,143,None,,0,3,-0.2,0.8,0,0.32,0.03,1.53,0.14,1.21,13.53,1.28,0.11,Nicolás,0.8,291,140,11,1.04,0,38.3,225,113,431,False,167.4,233,100,950,,2024-12-21T21:30:08.505388Z,48,312,204,0,0,None,0,,250199.jpg,1.3,362,170,0,10,False,0,0.0,Domínguez,0.0,553,219,False,None,11,1.04,a,16,17,2023-09-01,128.0,152,97,22,4570,238,5743,259,0.2,4.6,Dominguez,6
4,4,232,True,True,100,100,7,0.57,449434,2,,0,0,-3,3,317.3,58,44,4,,1,3,7.0,8.0,6,1.89,0.15,3.85,0.31,1.96,14.59,1.18,0.16,Anthony,8.0,4,2,12,0.97,3,83.5,75,46,432,False,268.2,140,54,1112,,2024-11-23T22:30:08.527966Z,52,164,99,0,0,None,0,,449434.jpg,3.4,90,40,0,206,False,0,0.0,Elanga,3.9,93,31,False,None,14,1.13,a,16,17,2023-07-25,246.0,69,42,68,511384,71116,313209,43082,1.5,13.1,Elanga,1
3,10,267,True,True,100,100,8,0.58,222531,None,,0,0,-1,1,391.5,39,30,2,,1,3,5.5,6.5,8,3.39,0.24,5.67,0.4,2.28,14.30,1.03,0.16,Morgan,6.5,15,8,12,0.86,4,110.0,35,25,433,False,351.0,79,25,1251,,2024-11-23T22:30:08.545151Z,64,49,28,0,0,2,0,,222531.jpg,4.4,36,15,1,241,False,0,0.0,Gibbs-White,4.1,90,30,False,None,16,1.15,a,16,17,2022-08-19,357.0,43,26,71,617158,68210,660013,43489,1.0,11.1,Gibbs-White,4
3,3,274,True,True,100,75,8,0.51,209046,None,,-1,1,-3,3,463.7,24,20,None,,1,3,2.0,2.2,6,1.78,0.11,3.54,0.22,1.76,13.65,0.87,0.11,Callum,3.0,102,45,12,0.77,2,95.0,56,36,434,False,254.4,156,61,1406,,2024-12-30T09:30:07.071633Z,52,161,96,0,0,None,0,,209046.jpg,3.4,89,39,0,241,False,0,0.0,Hudson-Odoi,1.3,186,56,False,None,16,1.02,a,16,17,2023-09-01,236.0,74,46,62,348277,3935,562216,10375,0.6,11.9,Hudson-Odoi,1
0,0,0,False,True,0,0,0,0,244930,None,,0,0,0,0,0.0,605,247,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Alex,0.0,554,209,0,0,0,0.0,610,245,435,False,0.0,611,246,0,Season long loan to Port Vale,2024-08-29T11:09:56.647313Z,45,378,232,0,0,None,0,,244930.jpg,0.0,617,249,0,None,False,0,0,Mighten,0.0,633,270,False,None,0,0,u,16,17,None,0.0,587,241,0,689,0,4066,26,0.0,0.0,Mighten,0
0,10,306,True,True,100,75,8,0.43,575476,None,,0,0,1,-1,133.8,173,36,3,,1,2,4.5,4.1,9,0.66,0.04,1.70,0.1,1.04,20.64,1.1,0.06,Murillo,5.5,27,6,19,1.01,1,75.2,90,15,436,False,488.4,19,4,1687,,2024-12-30T09:30:07.080942Z,46,356,55,0,0,None,0,,575476.jpg,4.1,47,9,0,30,False,0,0.0,Santiago Costa dos Santos,2.9,112,42,False,None,19,1.01,a,16,17,2023-08-31,129.0,150,21,77,553293,27638,310962,21538,1.2,16.7,Murillo,4
1,2,202,True,True,None,None,6,0.54,215136,None,,0,0,-2,2,107.9,201,49,5,,1,2,6.2,7.2,6,0.46,0.04,1.48,0.13,1.02,10.75,0.97,0.09,Neco,7.2,8,2,6,0.54,0,43.4,201,62,437,False,203.0,202,77,994,,None,43,553,123,0,0,None,0,,215136.jpg,3.0,124,34,0,244,False,0,0.0,Williams,1.4,179,71,False,None,10,0.91,a,16,17,2022-07-11,121.0,159,25,51,179157,40858,89883,10468,1.7,11.9,N.Williams,4
0,0,0,False,True,0,0,0,0,204822,None,,0,0,0,0,0.0,601,240,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Omar,0.0,549,228,0,0,0,0.0,606,240,438,False,0.0,607,240,0,Loaned to Rio Ave,2024-08-22T11:19:23.101534Z,45,370,62,0,0,None,0,,204822.jpg,0.0,613,240,0,None,False,0,0,Richards,0.0,622,215,False,None,0,0,u,16,17,None,0.0,583,235,0,33,0,4836,14,0.0,0.0,O.Richards,0
0,0,0,False,True,0,0,0,0,243345,None,,0,0,0,0,0.0,693,308,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Lewis,0.0,674,296,0,0,0,0.0,697,309,439,False,0.0,697,309,0,On loan to Los Angeles Football Club for the rest of the season,2024-08-01T07:01:57.624673Z,50,206,129,0,0,None,0,,243345.jpg,0.0,698,309,0,241,False,0,0,O'Brien,0.0,716,321,False,None,0,0,u,16,17,2022-07-20,0.0,689,306,0,0,0,123,0,0.0,0.0,O'Brien,0
0,0,0,True,True,None,None,0,0,466404,None,,0,0,-3,3,0.0,560,227,None,,0,2,-1.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Andrew,0.0,496,206,0,0,0,0.0,573,228,440,False,0.0,574,228,0,,None,42,588,152,0,0,None,0,,466404.jpg,0.0,580,228,0,104,False,0,0,Omobamidele,0.0,520,187,False,None,0,0,a,16,17,2023-09-01,0.0,530,218,0,1583,126,5570,126,0.0,0.0,Omobamidele,0
0,0,0,False,True,0,0,0,0,209035,None,,0,0,0,0,0.0,494,180,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Jonathan,0.0,432,157,0,0,0,0.0,517,183,441,False,0.0,518,183,0,On a season long loan to Rio Ave,2024-07-18T09:44:17.568948Z,40,620,170,0,0,None,0,,209035.jpg,0.0,524,183,0,None,False,0,0,Panzo,0.0,711,243,False,None,0,0,u,16,17,None,0.0,459,167,0,0,0,129,1,0.0,0.0,Panzo,0
0,0,26,True,True,0,0,1,0.42,210462,None,,0,0,-2,2,16.4,369,202,None,,0,3,0.0,0.0,0,0.06,0.03,0.08,0.04,0.02,1.98,0.84,0.01,Ibrahim,0.0,507,188,2,0.85,0,7.4,388,189,442,False,38.8,383,176,212,Hamstring injury - Unknown return date,2024-09-12T15:00:06.800627Z,43,552,321,0,0,None,0,,210462.jpg,1.3,358,166,0,54,False,0,0.0,Sangaré,0.7,232,71,False,None,3,1.27,i,16,17,2023-09-01,19.0,332,177,4,187729,8581,333143,5652,0.0,0.9,Sangaré,2
1,9,319,True,True,100,100,9,0.45,85633,None,,0,0,4,-4,0.1,464,14,None,,2,1,6.5,7.5,9,0.04,0.0,0.04,0.0,0.00,21.58,1.08,0.0,Matz,7.5,7,1,19,0.95,0,48.2,185,9,443,True,479.0,22,8,1800,,2024-10-12T11:00:07.468908Z,49,234,9,0,0,None,0,,85633.jpg,4.7,20,2,0,21,False,58,2.9,Sels,13.9,26,4,False,None,20,1.0,a,16,17,2024-02-01,0.0,671,65,94,1856210,171014,522895,48740,1.5,19.2,Sels,2
0,0,8,True,True,None,None,0,0.0,114241,None,,0,0,-3,3,3.3,423,148,None,,0,2,-0.5,0.5,0,0.01,0.02,0.03,0.06,0.02,0.74,1.48,0.04,Harry,0.5,318,102,1,2.0,0,2.8,437,150,444,False,18.2,420,149,45,,None,42,576,141,0,0,None,0,,114241.jpg,1.0,413,144,0,241,False,0,0.0,Toffolo,0.1,515,184,False,None,0,0.0,a,16,17,2022-07-20,6.0,384,136,3,2073,164,6814,165,0.1,0.7,Toffolo,0
0,0,0,False,True,0,0,0,0,201440,None,,0,0,0,0,0.0,599,51,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Hwang,0.0,547,45,0,0,0,0.0,604,51,446,False,0.0,605,51,0,Transferred to Alanyaspor,2024-09-10T11:39:20.038647Z,45,368,64,0,0,None,0,,201440.jpg,0.0,611,54,0,114,False,0,0,Ui-jo,1.0,208,36,False,None,0,0,u,16,17,None,0.0,581,51,0,317328,0,391208,3292,0.0,0.0,Ui-jo,0
1,25,428,True,True,100,100,10,0.57,60689,None,,0,0,8,-8,125.8,180,23,None,,2,4,5.0,6.0,8,0.32,0.02,7.44,0.43,7.12,17.92,1.03,0.41,Chris,6.0,20,4,16,0.92,12,109.8,36,9,447,True,464.8,24,4,1572,,2024-10-26T11:00:07.644070Z,68,31,16,0,0,1,0,,60689.jpg,5.7,8,4,0,154,False,0,0.0,Wood,32.6,5,2,False,None,19,1.09,a,16,17,2023-07-01,505.0,19,10,114,5466588,257027,2577966,137487,0.9,16.8,Wood,1
0,0,0,False,True,0,0,0,0,208912,None,,0,0,0,0,0.0,602,241,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Joe,0.0,550,229,0,0,0,0.0,607,241,448,False,0.0,608,241,0,Transferred to Burnley,2024-08-26T10:09:19.430328Z,45,371,63,0,0,None,0,,208912.jpg,0.0,614,241,0,None,False,0,0,Worrall,0.0,607,207,False,None,0,0,u,16,17,None,0.0,584,236,0,71,0,5237,22,0.0,0.0,Worrall,0
1,3,195,True,True,100,100,5,0.34,204968,None,,0,0,-1,1,169.5,136,94,None,,0,3,0.0,1.0,1,0.39,0.03,2.11,0.15,1.72,16.71,1.14,0.12,Ryan,1.0,270,131,15,1.02,1,54.8,151,90,449,False,194.4,208,87,1324,,2024-12-27T00:30:09.776071Z,49,255,166,0,0,None,0,,204968.jpg,2.3,212,89,0,241,False,0,0.0,Yates,0.2,394,135,False,None,13,0.88,a,16,17,2018-08-01,183.0,111,73,43,57489,357,61772,899,0.2,8.8,Yates,5
1,0,64,True,True,100,100,1,0.22,101178,1,,0,0,-3,3,71.5,255,159,1,,0,3,0.5,1.5,4,0.79,0.17,0.85,0.18,0.06,5.64,1.23,0.01,James,1.5,219,102,8,1.75,0,14.8,348,170,531,False,65.0,353,166,412,,2024-10-25T22:30:06.650947Z,62,58,34,0,0,None,0,,101178.jpg,1.5,343,159,1,241,False,0,0.0,Ward-Prowse,0.5,256,79,False,None,5,1.09,a,16,17,2024-08-30,11.0,360,191,15,27117,867,165114,1462,0.2,2.4,Ward-Prowse,0
1,1,285,True,True,None,None,9,0.47,227444,None,,1,-1,3,-3,48.5,293,86,None,,0,2,5.0,6.0,6,0.44,0.02,3.30,0.17,2.86,20.36,1.07,0.15,Nikola,6.0,17,5,18,0.95,2,59.9,134,33,573,True,354.4,76,28,1710,,None,48,306,36,0,0,None,0,,227444.jpg,4.4,33,6,0,190,False,0,0.0,Milenković,7.6,47,13,False,None,19,1.0,a,16,17,2024-07-18,199.0,94,6,83,976098,92673,188405,41527,1.3,17.3,Milenković,2
2,0,107,True,True,100,100,1,0.16,510500,None,,0,0,-1,1,141.5,163,112,None,,0,3,-0.2,0.8,1,1.64,0.27,2.16,0.35,0.52,7.74,1.26,0.08,João Pedro,0.8,304,150,9,1.47,0,33.0,244,122,596,False,90.2,321,150,552,,2024-11-01T10:30:06.942890Z,59,86,56,0,0,None,0,,510500.jpg,1.4,354,165,0,173,False,0,0.0,Ferreira Silva,0.1,425,150,False,None,3,0.49,a,16,17,2024-08-01,97.0,189,111,26,14565,349,21445,679,0.1,4.4,Jota Silva,3
0,0,73,True,True,None,None,1,0.43,502222,None,,0,0,0,0,87.4,228,145,None,,0,3,0.0,1.0,0,0.30,0.13,1.32,0.57,1.02,1.50,0.64,0.44,Ramón,1.0,276,135,2,0.85,1,23.5,299,151,620,False,74.0,339,159,211,,None,55,118,71,0,0,None,0,,502222.jpg,1.6,331,149,0,168,False,0,0.0,Sosa,0.0,526,204,False,None,1,0.43,a,16,17,2024-08-16,75.0,224,129,19,5332,301,4967,390,0.2,3.5,Sosa,0
0,2,98,True,True,None,None,2,0.46,485047,None,,0,0,0,0,3.5,421,147,None,,0,2,3.0,4.0,1,0.01,0.0,0.01,0.0,0.00,4.20,0.96,0.0,Felipe,4.0,55,15,1,0.23,0,11.4,360,121,653,False,109.6,294,109,392,,None,45,404,75,0,0,None,0,,485047.jpg,1.9,273,90,0,30,False,0,0.0,Rodrigues da Silva,0.1,452,163,False,None,2,0.46,a,16,17,2024-08-30,0.0,606,239,25,10042,1281,4551,1262,0.9,5.6,Morato,0
0,0,0,True,True,None,None,0,0,549067,None,,0,0,0,0,0.0,535,208,None,,0,2,-1.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Zach,0.0,472,186,0,0,0,0.0,554,210,706,False,0.0,555,210,0,,None,40,671,208,0,0,None,0,,549067.jpg,0.0,561,210,0,241,False,0,0,Abbott,0.0,642,219,False,None,0,0,a,16,17,2022-08-22,0.0,503,198,0,1206,768,221,166,0.0,0.0,Abbott,0
0,5,156,True,True,100,100,2,0.15,225321,None,,0,0,-1,1,0.0,577,61,None,,2,1,2.7,2.7,1,0.02,0.0,0.02,0.0,0.00,29.67,2.28,0.0,Aaron,3.2,87,10,27,2.08,0,39.9,217,13,14,False,398.2,47,13,1170,,2024-11-12T14:30:07.315514Z,44,493,21,0,0,None,0,,225321.jpg,3.2,104,16,0,241,False,55,4.23,Ramsdale,1.4,181,26,False,None,13,1.0,a,17,20,2024-08-30,0.0,556,53,42,284562,4371,261769,6863,0.7,9.5,Ramsdale,1
0,4,102,True,True,None,None,1,0.09,433979,None,,0,0,0,0,42.9,300,33,None,,1,4,0.3,0.3,1,0.38,0.04,4.76,0.46,4.38,26.71,2.53,0.42,Cameron,0.8,296,33,21,1.99,2,39.9,218,27,27,False,92.6,316,30,949,,None,50,210,47,0,1,2,0,,433979.jpg,2.0,264,32,0,241,False,0,0.0,Archer,1.7,154,25,False,None,9,0.85,a,17,20,2024-08-16,264.0,60,22,38,508612,6778,473617,17012,0.2,7.6,Archer,0
0,0,38,True,True,100,100,0,0.0,503714,None,,-1,1,-1,1,64.7,263,164,None,,0,3,0.5,0.5,2,0.13,0.03,0.41,0.09,0.28,13.37,2.64,0.06,Lesley,1.0,260,123,15,2.96,0,14.3,352,171,188,False,59.4,356,167,456,,2024-11-30T01:00:07.716140Z,44,514,306,0,0,None,0,,503714.jpg,1.1,387,186,0,73,False,0,0.0,Ugochukwu,0.2,329,103,False,None,4,0.79,a,17,20,2024-08-16,20.0,328,175,11,46209,635,57843,870,0.2,2.5,Ugochukwu,2
0,0,28,True,True,100,100,0,0.0,90105,None,,0,0,-2,2,26.5,336,189,None,,0,3,-0.5,-0.5,0,0.10,0.03,0.12,0.04,0.02,10.12,3.03,0.01,Ryan,0.0,637,271,12,3.59,0,6.7,393,192,397,False,35.8,390,180,301,,2024-11-01T16:30:08.020367Z,48,287,188,0,0,None,0,,90105.jpg,0.9,470,225,1,243,False,0,0.0,Fraser,0.0,582,238,False,None,4,1.2,a,17,20,2024-08-30,13.0,351,186,6,2238,64,4355,74,0.0,1.2,Fraser,0
0,0,4,False,True,0,0,0,0.0,502697,None,,0,0,-1,1,15.9,371,204,None,,0,3,0.0,0.0,0,0.03,0.3,0.10,1.0,0.07,0.00,0.0,0.7,Carlos,0.0,666,289,0,0.0,0,4.3,425,202,450,False,8.4,453,213,9,Permanent transfer to Flamengo,2024-08-30T09:48:28.633540Z,49,278,182,0,0,None,0,,502697.jpg,1.0,451,213,0,None,False,0,0.0,Alcaraz Durán,0.0,609,257,False,None,0,0.0,u,17,20,None,19.0,334,179,1,1072,0,10019,20,0.0,0.2,Alcaraz,0
0,0,1,True,True,None,None,0,0.0,499724,None,,0,0,-1,1,16.1,370,203,None,,0,3,-0.5,-0.5,0,0.13,0.45,0.15,0.52,0.02,1.11,3.84,0.07,Samuel,0.0,530,196,0,0.0,0,2.6,440,210,451,False,4.0,465,216,26,,None,44,513,305,0,0,None,0,,499724.jpg,0.5,494,232,0,241,False,0,0.0,Amo-Ameyaw,0.1,429,153,False,None,0,0.0,a,17,20,2023-05-27,6.0,387,204,1,23125,588,24335,839,0.0,0.2,Amo-Ameyaw,1
0,3,217,True,True,None,None,0,0.0,193204,None,,0,0,-1,1,193.7,120,84,None,,0,3,0.9,0.9,2,1.05,0.08,3.25,0.26,2.20,34.25,2.75,0.18,Joe,1.4,223,103,30,2.41,2,60.4,132,79,452,False,220.6,183,71,1121,,None,49,247,158,0,0,None,0,,193204.jpg,2.2,222,96,0,157,False,0,0.0,Aribo,0.1,499,187,False,None,11,0.88,a,17,20,2022-07-09,188.0,103,67,41,13603,169,15096,465,0.3,8.4,Aribo,0
3,2,137,True,True,None,None,2,0.16,155511,None,,0,0,-4,4,139.6,167,19,None,,0,4,1.9,1.9,1,0.53,0.04,3.73,0.3,3.20,28.38,2.29,0.26,Adam,2.4,141,21,26,2.1,2,53.2,157,22,453,False,150.8,247,25,1113,,None,51,175,43,0,1,1,0,,155511.jpg,2.5,189,24,0,241,False,0,0.0,Armstrong,1.1,199,34,False,None,13,1.05,a,17,20,2021-08-10,242.0,72,25,42,245925,11863,300639,14189,0.5,8.2,Armstrong,4
0,0,0,True,True,75,0,0,0,456350,None,,0,0,-2,2,0.0,571,60,None,,0,1,-0.4,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Gavin,0.0,511,67,0,0,0,0.0,581,71,454,False,0.0,582,71,0,Lack of match fitness - 75% chance of playing,2024-08-23T09:30:06.171400Z,43,564,33,0,0,None,0,,456350.jpg,0.0,588,71,0,104,False,0,0,Bazunu,0.1,458,65,False,None,0,0,d,17,20,2022-06-17,0.0,546,51,0,2466,66,24627,203,0.0,0.0,Bazunu,0
0,2,144,True,True,100,100,2,0.13,171771,None,,0,0,0,0,51.2,290,83,None,,0,2,1.5,1.5,0,0.78,0.05,0.79,0.05,0.01,34.81,2.19,0.0,Jan,2.0,166,54,34,2.14,0,46.8,189,56,455,False,402.4,44,15,1430,,2024-12-06T15:30:08.306281Z,40,612,164,0,0,None,0,,171771.jpg,1.7,300,100,0,172,False,0,0.0,Bednarek,2.4,122,46,False,None,16,1.01,a,17,20,2023-01-23,16.0,342,117,27,487422,5047,377035,13819,0.5,6.8,Bednarek,4
0,0,0,True,True,None,None,0,0,477386,None,,0,0,-1,1,0.0,473,171,None,,0,2,-0.5,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Armel,0.0,407,142,0,0,0,0.0,499,174,456,False,0.0,500,174,0,,None,39,710,239,0,0,None,0,,477386.jpg,0.0,507,175,0,80,False,0,0,Bella-Kotchap,0.5,265,99,False,None,0,0,a,17,20,2022-06-21,0.0,434,154,0,54006,1222,45801,1863,0.0,0.0,Bella-Kotchap,0
0,0,35,True,True,100,100,0,0.0,184386,None,,0,0,-1,1,86.5,231,59,None,,0,2,0.3,0.3,1,0.35,0.1,0.39,0.11,0.04,10.44,3.04,0.01,James,0.8,280,90,8,2.33,0,18.0,331,110,457,False,66.2,351,123,309,,2024-12-19T04:30:08.224477Z,39,700,233,0,0,None,0,,184386.jpg,0.9,467,155,0,241,False,0,0.0,Bree,0.3,295,110,False,None,4,1.17,a,17,20,2023-01-26,29.0,298,96,6,41206,2705,27829,1677,0.2,1.5,Bree,0
0,0,0,False,True,0,0,0,0,463210,None,,0,0,0,0,0.0,617,257,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Shea,0.0,566,219,0,0,0,0.0,622,255,458,False,0.0,623,256,0,Has joined Sheffield Wednesday on a season-long loan,2024-08-29T11:10:39.600629Z,45,395,243,0,0,None,0,,463210.jpg,0.0,629,259,0,None,False,0,0,Charles,0.0,579,235,False,None,0,0,u,17,20,None,0.0,599,251,0,1091,0,7530,45,0.0,0.0,Charles,0
