assists,bonus,bps,can_select,can_transact,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,red_cards,region,removed,saves,saves_per_90,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,team,team_code,team_join_date,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,10,True,True,None,None,0,0.0,507433,None,,0,0,-1,1,0.0,475,23,None,,0,1,-0.3,0.7,0,0.00,0.0,0.00,0.0,0.00,0.63,1.05,0.0,Hákon,0.2,349,25,0,0.0,0,1.2,467,38,109,False,12.4,439,38,54,,None,39,714,73,0,0,None,0,,507433.jpg,1.0,395,35,0,99,False,2,3.33,Valdimarsson,4.3,86,13,False,None,0,0.0,a,4,94,2024-01-26,0.0,437,10,1,376693,35030,318407,17550,0.1,0.3,Valdimarsson,0
3,16,358,True,True,100,100,4,0.28,216646,None,,0,0,2,-2,165.8,142,16,None,,4,4,3.1,4.1,11,0.64,0.04,8.85,0.61,8.21,21.54,1.49,0.57,Yoane,3.6,64,12,23,1.59,9,103.0,42,10,110,False,391.0,53,8,1301,,2024-11-13T14:30:07.614563Z,62,63,21,0,0,4,0,,216646.jpg,5.4,11,6,0,50,False,0,0.0,Wissa,9.5,37,9,False,None,16,1.11,a,4,94,2021-08-10,480.0,23,12,91,2705413,103643,2065885,99515,0.6,14.7,Wissa,2
0,0,116,True,True,None,None,0,0.0,508395,None,,0,0,-1,1,87.8,226,144,None,,0,3,0.5,1.5,1,0.33,0.06,0.80,0.14,0.47,12.10,2.15,0.08,Yehor,1.0,261,124,13,2.31,0,25.0,289,146,111,False,120.0,279,123,506,,None,44,516,308,0,0,None,0,,508395.jpg,1.2,374,178,0,225,False,0,0.0,Yarmoliuk,3.1,109,36,False,None,5,0.89,a,4,94,2022-10-28,43.0,268,148,18,524274,15011,495939,23562,0.2,4.1,Yarmoliuk,2
0,0,0,False,True,0,0,0,0,48760,None,,0,0,0,0,0.0,593,236,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Mathias,0.0,541,224,0,0,0,0.0,599,236,112,False,0.0,600,236,0,Joined Anderlecht,2024-08-16T11:51:35.999618Z,45,357,56,0,0,None,0,,48760.jpg,0.0,606,236,0,None,False,0,0,Jorgensen,0.0,650,222,False,None,0,0,u,4,94,None,0.0,574,231,0,0,0,4074,11,0.0,0.0,Zanka,0
1,1,95,True,True,100,25,0,0.0,244858,4,,0,0,-4,4,60.5,271,168,None,,0,3,-0.1,0.2,0,0.52,0.11,2.64,0.57,2.12,11.14,2.4,0.46,Fábio,0.4,341,169,13,2.8,1,29.1,267,136,314,False,106.4,297,134,418,,2025-01-02T08:00:08.994288Z,46,349,225,0,0,None,0,,244858.jpg,1.7,309,138,0,173,False,0,0.0,Freitas Gouveia Carvalho,0.5,258,81,False,None,3,0.65,a,4,94,2024-08-12,129.0,149,96,27,177744,509,267025,5868,0.1,5.9,Carvalho,1
1,1,100,True,True,100,100,2,0.13,444765,None,,0,0,1,-1,62.9,268,71,None,,1,2,1.9,2.9,10,0.41,0.03,1.03,0.07,0.62,25.45,1.71,0.04,Sepp,2.4,139,45,30,2.02,0,44.3,197,59,338,False,280.6,129,47,1337,,2024-12-19T00:30:07.020968Z,41,597,156,0,0,None,0,,444765.jpg,1.9,270,87,0,152,False,0,0.0,van den Berg,2.5,121,45,False,None,15,1.01,a,4,94,2024-08-22,99.0,184,41,31,561118,24902,354890,12324,0.6,7.6,Van den Berg,1
0,0,5,True,True,None,None,0,0.0,591357,None,,0,0,-1,1,0.1,462,231,None,,0,3,-0.5,0.5,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,Ryan,0.0,539,205,0,0.0,0,0.3,485,229,602,False,2.6,474,222,3,,None,44,527,318,0,0,None,0,,591357.jpg,1.0,427,195,0,241,False,0,0.0,Trevitt,0.1,491,185,False,None,0,0.0,a,4,94,2024-01-08,0.0,572,237,1,8422,758,7610,520,0.0,0.2,Trevitt,0
0,0,0,True,True,0,0,0,0,626464,None,,0,0,-1,1,0.0,690,306,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Gustavo,0.0,669,291,0,0,0,0.0,695,307,634,False,0.0,695,307,0,Back injury - Unknown return date,2024-09-12T15:00:06.996116Z,49,282,184,0,0,None,0,,626464.jpg,0.0,696,307,0,30,False,0,0,Nunes Fernandes Gomes,0.0,700,310,False,None,0,0,i,4,94,2024-08-28,0.0,684,304,0,384,13,430,10,0.0,0.0,G.Nunes,0
0,0,3,True,True,None,None,0,0.0,499717,None,,0,0,0,0,0.3,450,164,None,,0,2,-0.3,0.7,0,0.00,0.0,0.00,0.0,0.00,0.14,3.15,0.0,Jayden,0.2,355,120,0,0.0,0,0.1,488,171,649,False,0.2,488,172,4,,None,40,651,189,0,0,None,0,,499717.jpg,1.0,406,137,0,241,False,0,0.0,Meghoma,0.1,518,185,False,None,0,0.0,a,4,94,2024-08-30,0.0,485,181,1,5834,288,4212,277,0.0,0.2,Meghoma,0
0,0,0,True,True,None,None,0,0,592662,None,,0,0,0,0,0.0,667,293,None,,0,3,-0.5,0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Tony,0.0,622,260,0,0,0,0.0,672,292,661,False,0.0,673,293,0,,None,45,462,290,0,0,None,0,,592662.jpg,0.0,677,295,0,241,False,0,0,Yogane,0.0,634,271,False,None,0,0,a,4,94,2024-07-19,0.0,652,288,0,2721,119,2077,94,0.0,0.0,Yogane,0
0,0,20,True,True,None,None,0,0.0,220695,None,,0,0,0,0,4.2,417,216,None,,0,3,0.1,1.1,1,0.03,0.04,0.03,0.04,0.00,0.85,1.03,0.0,Paris,0.6,307,152,0,0.0,0,2.3,445,213,674,False,15.4,433,201,74,,None,45,373,230,0,0,None,0,,220695.jpg,1.0,429,196,0,241,False,0,0.0,Maghoma,0.0,668,290,False,None,0,0.0,a,4,94,2020-08-01,4.0,400,211,5,1089,153,599,91,0.1,1.1,Maghoma,0
0,0,0,True,True,None,None,0,0,622536,None,,0,0,0,0,0.0,551,223,None,,0,2,-0.5,0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Benjamin,0.0,488,201,0,0,0,0.0,570,225,705,False,0.0,571,225,0,,None,40,690,226,0,0,None,0,,622536.jpg,0.0,577,225,0,241,False,0,0,Arthur,0.0,657,224,False,None,0,0,a,4,94,2024-03-08,0.0,520,214,0,866,375,225,121,0.0,0.0,Arthur,0
1,0,103,True,True,100,100,0,0.0,535818,None,,0,0,-3,3,93.8,218,138,None,,0,3,2.2,1.7,2,1.32,0.25,2.55,0.48,1.23,8.48,1.58,0.23,Simon,2.2,161,71,9,1.68,2,36.7,230,117,113,False,131.4,268,118,483,,2024-09-29T22:30:06.392264Z,52,170,105,0,0,None,0,,535818.jpg,2.2,228,102,0,54,False,0,0.0,Adingra,0.3,297,94,False,None,5,0.93,a,5,36,2022-06-24,141.0,137,91,31,113248,1822,147245,1245,0.4,6.0,Adingra,0
0,0,0,False,True,0,0,0,0,475480,None,,0,0,0,0,0.0,620,260,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Benicio,0.0,570,222,0,0,0,0.0,625,258,114,False,0.0,626,259,0,Loaned to Port Vale,2024-08-10T12:17:28.055765Z,45,400,246,0,0,None,0,,475480.jpg,0.0,632,262,0,None,False,0,0,Baker-Boaitey,0.0,704,313,False,None,0,0,u,5,36,None,0.0,603,254,0,0,0,518,3,0.0,0.0,Baker-Boaitey,0
1,4,245,True,True,100,100,4,0.29,535301,None,,0,0,0,0,176.8,130,92,None,,1,3,2.0,1.5,2,0.49,0.04,1.69,0.13,1.20,19.81,1.43,0.09,Carlos,2.0,179,79,19,1.37,2,56.3,142,86,115,False,273.4,136,52,1250,,2024-11-23T17:30:08.295877Z,50,227,145,0,0,None,0,,535301.jpg,2.6,171,73,1,38,False,0,0.0,Baleba,0.2,373,131,False,None,15,1.08,a,5,36,2023-08-29,112.0,171,105,45,58273,1813,49407,1290,0.4,9.0,Baleba,3
0,0,0,False,True,0,0,0,0,543158,None,,0,0,0,0,0.0,532,205,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Valentín,0.0,469,183,0,0,0,0.0,551,207,116,False,0.0,552,207,0,Loaned to Sevilla,2024-08-23T23:00:06.122778Z,40,668,205,0,0,None,0,,543158.jpg,0.0,558,207,0,None,False,0,0,Barco,2.3,124,47,False,None,0,0,u,5,36,None,0.0,500,195,0,34254,0,1969901,5040,0.0,0.0,Barco,0
0,0,0,False,True,0,0,0,0,519324,None,,0,0,0,0,0.0,641,274,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Amario,0.0,595,240,0,0,0,0.0,645,272,118,False,0.0,646,273,0,Loaned to Blackburn Rovers,2024-08-31T06:29:40.845798Z,45,432,268,0,0,None,0,,519324.jpg,0.0,652,276,0,None,False,0,0,Cozier-Duberry,0.0,576,233,False,None,0,0,u,5,36,None,0.0,625,268,0,1560,0,13492,44,0.0,0.0,Cozier-Duberry,0
0,0,0,False,True,0,0,0,0,168090,None,,0,0,-1,1,0.0,683,302,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Mahmoud,0.0,652,278,0,0,0,0.0,687,302,119,False,0.0,687,302,0,Transferred to Eintracht Frankfurt,2024-08-31T06:30:37.645175Z,49,245,156,0,0,None,0,,168090.jpg,0.0,689,303,0,None,False,0,0,Dahoud,0.0,652,283,False,None,0,0,u,5,36,None,0.0,675,298,0,380,0,2954,11,0.0,0.0,Dahoud,0
1,0,178,True,True,100,100,4,0.29,83299,None,,0,0,-2,2,91.4,221,55,4,,0,2,3.0,2.5,0,0.53,0.04,1.22,0.09,0.69,21.74,1.55,0.05,Lewis,3.0,95,27,21,1.5,0,43.8,199,60,120,False,267.4,141,51,1263,,2025-01-04T22:00:07.072183Z,43,536,112,0,0,None,0,,83299.jpg,2.4,193,56,0,241,False,0,0.0,Dunk,3.4,103,39,False,None,14,1.0,a,5,36,2009-07-01,79.0,214,54,36,708380,3357,846972,27301,0.7,8.4,Dunk,4
0,0,60,True,True,100,100,1,0.32,474120,5,,0,0,-1,1,78.5,247,153,3,,0,3,1.2,0.7,0,0.25,0.08,1.31,0.41,1.06,4.85,1.53,0.33,Julio,1.2,246,118,4,1.26,0,27.7,275,140,121,False,47.2,376,174,285,,2024-08-12T14:30:04.495991Z,54,136,81,0,0,None,0,,474120.jpg,1.2,383,184,0,168,False,0,0.0,Enciso,0.1,472,173,False,None,2,0.63,a,5,36,2022-06-17,153.0,123,82,13,13533,500,15849,554,0.2,2.4,Enciso,0
1,3,159,True,True,100,75,1,0.07,204214,2,,-1,1,0,0,360.3,46,8,2,,0,2,2.2,1.3,2,1.56,0.11,2.01,0.14,0.45,22.59,1.64,0.03,Pervis,2.2,159,52,23,1.67,0,71.1,100,20,122,False,264.6,143,52,1242,,2024-12-31T16:00:06.770488Z,50,198,23,0,0,None,0,,204214.jpg,1.8,295,97,0,62,False,0,0.0,Estupiñán,1.5,174,69,False,None,13,0.94,a,5,36,2022-07-16,85.0,205,50,28,348764,18112,230444,11626,0.4,5.6,Estupiñan,3
0,2,65,True,True,50,0,1,0.41,487117,None,,0,0,0,0,35.6,314,36,5,,0,4,0.1,0.0,0,0.39,0.16,0.96,0.4,0.57,4.32,1.79,0.24,Evan,0.2,392,42,5,2.07,1,14.6,349,38,123,False,56.6,358,35,217,Ankle injury - 50% chance of playing,2024-12-31T16:00:06.783068Z,55,117,35,0,0,None,0,,487117.jpg,1.6,330,35,0,104,False,0,0.0,Ferguson,0.2,327,53,False,None,2,0.83,d,5,36,2021-08-23,57.0,252,38,19,65384,49,62817,3351,0.0,3.5,Ferguson,0
0,0,21,False,True,0,0,0,0.0,243568,None,,0,0,0,0,11.9,386,210,None,,0,3,0.0,0.0,0,0.04,0.04,0.12,0.11,0.08,1.32,1.22,0.07,Billy,0.0,675,297,1,0.93,0,2.5,441,211,124,False,11.4,442,205,97,Transferred to Napoli,2024-08-31T06:42:09.507349Z,50,207,130,0,0,None,0,,243568.jpg,1.5,341,157,0,None,False,0,0.0,Gilmour,0.0,552,218,False,None,1,0.93,u,5,36,None,2.0,420,221,3,2640,0,16488,32,0.0,0.6,Gilmour,0
0,0,0,False,True,0,0,0,0,60307,None,,0,0,0,0,0.0,716,320,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Pascal,0.0,710,318,0,0,0,0.0,717,321,125,False,0.0,717,321,0,Permanent transfer to Borussia Dortmund,2024-08-02T13:11:40.837259Z,65,40,21,0,0,None,0,,60307.jpg,0.0,717,321,0,None,False,0,0,Groß,0.0,593,247,False,None,0,0,u,5,36,None,0.0,717,321,0,0,0,8202,12,0.0,0.0,Gross,0
0,3,129,True,True,50,75,3,0.32,532529,None,,0,0,-1,1,111.3,198,127,None,,1,3,0.0,-0.4,0,0.68,0.07,1.42,0.15,0.74,16.85,1.81,0.08,Jack,0.0,667,290,13,1.39,1,30.6,259,131,126,False,117.0,282,126,839,Lack of match fitness - 50% chance of playing,2024-11-10T01:30:07.476316Z,49,279,183,0,0,None,0,,532529.jpg,2.8,149,61,0,241,False,0,0.0,Hinshelwood,0.0,521,200,False,None,10,1.07,d,5,36,2022-12-30,76.0,222,128,28,23479,14,24383,153,0.0,5.7,Hinshelwood,2
0,0,0,False,True,0,0,0,0,612855,None,,0,0,0,0,0.0,704,314,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Ibrahim,0.0,685,303,0,0,0,0.0,707,315,127,False,0.0,707,315,0,Loaned to Feyenoord,2024-08-16T11:54:28.483822Z,50,232,149,0,0,None,0,,612855.jpg,0.0,707,315,0,None,False,0,0,Osman,0.0,694,304,False,None,0,0,u,5,36,None,0.0,700,313,0,0,0,1144,2,0.0,0.0,I.Osman,0
0,0,103,True,True,0,None,1,0.1,223434,None,,0,0,-1,1,40.5,303,93,None,,0,2,0.0,0.0,2,0.23,0.02,0.28,0.02,0.05,15.26,1.53,0.0,Igor Julio,0.5,322,105,16,1.6,0,22.7,302,97,128,False,182.2,223,85,900,Hamstring injury - Expected back 01 Jun,2025-01-04T22:00:07.109334Z,44,491,96,0,0,None,0,,223434.jpg,1.4,347,116,0,30,False,0,0.0,dos Santos de Paulo,0.1,450,161,False,None,9,0.9,i,5,36,2023-07-26,4.0,398,141,17,13130,57,17809,1159,0.1,3.9,Igor,4
5,15,308,True,True,75,100,4,0.35,475168,None,,0,0,2,-2,248.6,85,4,None,,2,4,4.1,5.0,9,1.85,0.16,5.45,0.47,3.60,14.00,1.21,0.31,João Pedro,5.5,28,6,12,1.04,5,91.9,61,15,129,False,331.2,91,14,1038,Ankle injury - 75% chance of playing,2025-01-09T16:30:08.389436Z,57,96,27,0,0,1,0,,475168.jpg,5.4,10,5,0,30,False,0,0.0,Junqueira de Jesus,16.5,24,6,False,None,12,1.04,d,5,36,2023-06-14,340.0,47,19,75,4614699,188717,4727531,120446,1.0,13.2,João Pedro,1
0,0,0,False,True,0,0,0,0,484658,None,,0,0,0,0,0.0,622,261,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Kacper,0.0,572,223,0,0,0,0.0,627,259,130,False,0.0,628,260,0,Permanent transfer to Gaziantep FK,2024-07-22T09:03:00.342050Z,45,403,247,0,0,None,0,,484658.jpg,0.0,634,263,0,None,False,0,0,Kozłowski,0.0,718,322,False,None,0,0,u,5,36,None,0.0,605,255,0,0,0,95,1,0.0,0.0,Kozlowski,0
2,1,55,True,True,75,100,0,0.0,232792,None,,0,0,-1,1,48.3,295,88,None,,1,2,1.5,1.5,0,0.21,0.05,0.46,0.11,0.25,6.58,1.71,0.06,Tariq,2.0,168,56,11,2.85,2,21.8,307,100,131,False,138.6,259,96,347,Illness - 75% chance of playing,2025-01-12T22:30:08.674166Z,44,499,100,0,0,None,0,,232792.jpg,3.4,86,19,0,81,False,0,0.0,Lamptey,0.4,278,105,False,None,4,1.04,d,5,36,2020-01-31,31.0,294,94,24,66833,3028,52217,5311,0.5,5.5,Lamptey,0
0,0,4,True,True,100,100,0,0.0,109345,None,,0,0,0,0,0.0,717,321,None,,0,3,0.2,-0.3,0,0.00,0.0,0.07,3.15,0.07,0.00,0.0,3.15,Solly,0.2,395,186,0,0.0,0,0.5,481,226,132,False,1.0,485,227,2,,2024-07-17T13:30:04.993410Z,65,41,22,0,0,None,0,,109345.jpg,1.0,465,223,0,241,False,0,0.0,March,0.0,589,244,False,None,0,0.0,a,5,36,2012-07-01,4.0,404,214,1,2898,1124,1806,370,0.0,0.2,March,0
0,0,0,False,True,0,0,0,0,550141,None,,0,0,0,0,0.0,654,286,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Adrian,0.0,609,252,0,0,0,0.0,659,285,133,False,0.0,660,286,0,Has joined Vitesse Arnhem on loan for the rest of the season,2024-08-29T11:08:43.963582Z,45,447,281,0,0,None,0,,550141.jpg,0.0,665,288,0,None,False,0,0,Mazilu,0.0,646,279,False,None,0,0,u,5,36,None,0.0,639,281,0,720,0,4025,17,0.0,0.0,Mazilu,0
0,0,24,True,True,0,25,1,0.53,15157,None,,0,0,0,0,66.3,261,162,None,,0,3,0.0,-0.1,0,0.15,0.08,0.31,0.17,0.16,1.98,1.05,0.09,James,0.0,670,292,1,0.53,0,10.7,364,178,134,False,28.6,397,183,169,Hamstring injury - Unknown return date,2024-08-31T21:00:04.655035Z,50,184,114,0,0,None,0,,15157.jpg,1.7,312,140,0,241,False,0,0.0,Milner,0.0,549,217,False,None,3,1.6,i,5,36,2023-07-01,12.0,357,189,5,4645,18,10502,54,0.0,1.0,Milner,1
2,0,123,True,True,75,100,1,0.14,592031,5,,-1,1,-5,5,179.2,129,91,None,,0,3,0.6,0.3,0,1.80,0.26,3.24,0.47,1.44,9.08,1.3,0.21,Yankuba,0.8,298,144,10,1.43,2,49.5,177,98,135,False,143.2,257,111,630,Hamstring injury - 75% chance of playing,2025-01-12T22:30:08.694313Z,50,231,148,0,0,None,0,,592031.jpg,2.3,215,92,0,78,False,0,0.0,Minteh,0.4,286,89,False,None,6,0.86,d,5,36,2024-07-01,171.0,116,77,34,258882,483,357773,1568,0.2,6.8,Minteh,3
3,6,292,True,True,100,100,3,0.17,451340,None,,0,0,-1,1,412.3,33,26,None,,0,3,1.8,1.3,1,3.00,0.17,7.05,0.4,4.05,25.28,1.45,0.23,Mitoma,1.8,199,93,24,1.37,3,122.8,20,15,136,False,318.0,105,37,1572,,2024-12-03T12:30:08.039613Z,64,52,30,0,0,None,0,,451340.jpg,3.5,84,37,0,108,False,0,0.0,Kaoru,5.2,73,21,False,None,17,0.97,a,5,36,2021-08-09,498.0,21,11,70,1946820,18568,1810302,58479,0.3,10.9,Mitoma,0
0,0,14,True,True,None,None,0,0.0,243505,None,,0,0,-1,1,36.0,312,180,None,,0,3,0.2,-0.3,0,0.53,5.96,0.53,5.96,0.00,0.26,2.92,0.0,Jakub,0.2,369,173,0,0.0,0,5.4,416,199,137,False,15.8,431,200,8,,None,44,502,300,0,0,None,0,,243505.jpg,1.0,421,191,0,172,False,0,0.0,Moder,0.7,241,75,False,None,0,0.0,a,5,36,2020-10-05,2.0,416,218,3,172818,1153,148727,3751,0.0,0.7,Moder,0
0,0,0,False,True,0,0,0,0,574402,None,,0,0,0,0,0.0,660,59,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Mark,0.0,614,53,0,0,0,0.0,665,59,138,False,0.0,666,59,0,Season long to Portsmouth,2024-08-30T10:16:16.061223Z,45,453,73,0,0,None,0,,574402.jpg,0.0,670,61,0,None,False,0,0,O’Mahony,0.2,339,55,False,None,0,0,u,5,36,None,0.0,645,59,0,31158,0,71335,429,0.0,0.0,O’Mahony,0
0,0,0,False,True,0,0,0,0,445548,None,,0,0,0,0,0.0,505,185,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Odeluga,0.0,441,162,0,0,0,0.0,525,188,139,False,0.0,526,188,0,Loaned to Blackpool,2024-08-31T06:26:46.238644Z,40,635,179,0,0,None,0,,445548.jpg,0.0,531,187,0,None,False,0,0,Offiah,0.1,503,180,False,None,0,0,u,5,36,None,0.0,470,172,0,2639,0,13241,93,0.0,0.0,Offiah,0
0,0,0,True,True,None,None,0,0,491598,None,,0,0,-1,1,0.0,584,236,None,,0,3,0.0,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Cameron,0.0,528,194,0,0,0,0.0,590,234,140,False,0.0,591,235,0,,None,44,511,303,0,0,None,0,,491598.jpg,0.0,597,238,0,13,False,0,0,Peupion,0.1,484,180,False,None,0,0,a,5,36,2022-08-23,0.0,563,228,0,9640,457,9607,439,0.0,0.0,Peupion,0
0,0,3,False,True,0,0,0,0.0,441192,None,,0,0,-1,1,0.8,444,225,None,,0,3,0.0,0.0,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,Jeremy,0.0,661,285,0,0.0,0,0.1,490,230,141,False,0.2,490,230,8,Loaned to Burnley,2024-08-31T06:27:42.007071Z,49,266,174,0,0,None,0,,441192.jpg,1.0,450,212,0,None,False,0,0.0,Sarmiento Morante,0.0,655,285,False,None,0,0.0,u,5,36,None,0.0,679,301,1,354,0,2928,10,0.0,0.2,Sarmiento,0
0,1,46,True,True,None,None,1,0.5,49262,None,,0,0,-4,4,0.0,553,48,None,,0,1,0.0,-0.5,0,0.00,0.0,0.00,0.0,0.00,1.88,0.94,0.0,Jason,0.0,490,59,1,0.5,0,4.1,427,34,142,False,40.4,381,34,180,,None,41,592,40,0,0,None,0,,49262.jpg,4.5,30,5,0,241,False,3,1.5,Steele,1.0,205,29,False,None,2,1.0,a,5,36,2018-07-01,0.0,523,36,9,296153,1917,316904,3864,0.0,2.2,Steele,0
0,0,0,False,True,0,0,0,0,450434,None,,0,0,0,0,0.0,711,75,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Deniz,0.0,702,72,0,0,0,0.0,713,75,143,False,0.0,713,75,0,Transferred to Stuttgart,2024-08-10T12:18:55.962223Z,55,115,34,0,0,None,0,,450434.jpg,0.0,713,75,0,None,False,0,0,Undav,0.0,682,78,False,None,0,0,u,5,36,None,0.0,711,75,0,0,0,1453,3,0.0,0.0,Undav,0
1,3,220,True,True,100,100,3,0.18,469142,None,,0,0,0,0,148.7,153,30,None,,1,2,3.5,3.0,2,0.79,0.05,1.40,0.09,0.61,22.93,1.36,0.04,Jan Paul,3.5,68,19,21,1.24,0,60.5,130,31,144,False,378.0,59,21,1520,,2024-09-29T22:30:06.452903Z,45,399,72,0,0,None,0,,469142.jpg,2.4,198,60,0,152,False,0,0.0,van Hecke,0.9,213,83,False,None,17,1.01,a,5,36,2020-09-10,78.0,216,56,43,198859,9011,150798,5187,0.8,9.6,Van Hecke,4
0,7,197,True,True,100,100,4,0.3,111478,None,,-1,1,-1,1,86.7,230,58,None,,1,2,2.5,2.0,1,1.11,0.08,1.24,0.09,0.13,17.21,1.29,0.01,Joël,2.5,127,37,14,1.05,0,30.8,255,80,145,False,198.8,204,78,1199,,2024-11-30T01:00:07.662889Z,44,476,83,0,0,None,0,,111478.jpg,3.1,114,27,0,152,False,0,0.0,Veltman,1.9,142,57,False,None,14,1.05,a,5,36,2020-07-29,21.0,321,108,44,619623,5171,556427,7880,0.6,10.0,Veltman,3
0,4,205,True,True,100,100,3,0.17,489639,None,,0,0,0,0,0.0,625,67,None,,1,1,4.0,3.5,2,0.00,0.0,0.00,0.0,0.00,28.56,1.59,0.0,Bart,4.0,56,6,28,1.56,0,48.7,183,8,146,False,486.2,21,7,1620,,2024-08-12T14:30:04.523944Z,45,407,18,0,0,None,0,,489639.jpg,2.9,136,22,0,152,False,53,2.94,Verbruggen,3.0,111,17,False,None,18,1.0,a,5,36,2023-07-03,0.0,609,61,52,553575,44978,306399,15427,0.9,11.6,Verbruggen,2
0,0,13,True,True,100,100,0,0.0,110735,None,,0,0,-2,2,2.8,427,152,None,,0,2,0.2,-0.3,1,0.04,0.04,0.06,0.06,0.02,4.12,3.64,0.02,Adam,0.2,364,128,4,3.53,0,5.7,411,139,147,False,35.4,392,139,102,,2024-12-23T14:30:07.986462Z,43,541,115,0,0,None,0,,110735.jpg,0.5,492,170,0,241,False,0,0.0,Webster,0.1,497,179,False,None,2,1.76,a,5,36,2019-08-03,19.0,331,113,2,3441,309,10811,78,0.0,0.5,Webster,0
2,13,247,True,True,100,0,5,0.41,50175,None,,0,0,0,0,173.8,134,13,1,,1,4,0.0,0.0,0,0.44,0.04,6.01,0.49,5.57,20.73,1.68,0.45,Danny,0.0,699,71,16,1.3,6,83.7,74,18,148,False,293.0,122,17,1111,,2024-12-16T09:30:06.558564Z,55,102,29,0,0,3,0,,50175.jpg,4.9,16,8,0,241,False,0,0.0,Welbeck,6.0,64,15,False,None,13,1.05,a,5,36,2020-10-18,370.0,40,17,69,3704924,16183,3499662,54306,0.0,12.5,Welbeck,1
2,3,104,True,True,50,25,1,0.19,467779,None,,0,0,-3,3,80.3,241,151,None,,0,3,1.1,0.4,0,0.18,0.03,0.68,0.13,0.50,9.70,1.88,0.1,Mats,2.2,152,64,12,2.33,1,27.8,274,139,149,False,144.0,256,110,464,Thigh injury - 50% chance of playing,2024-12-21T22:00:08.030972Z,47,335,216,0,0,None,0,,467779.jpg,2.2,221,95,0,152,False,0,0.0,Wieffer,0.1,486,181,False,None,4,0.78,d,5,36,2024-07-06,57.0,251,139,28,16097,52,19879,687,0.5,6.0,Wieffer,2
0,0,43,True,True,100,100,1,0.28,513433,None,,0,0,-1,1,115.8,195,124,None,,0,3,1.8,1.3,1,0.49,0.14,0.76,0.22,0.27,5.49,1.56,0.08,Brajan,1.8,195,90,8,2.27,0,25.4,287,144,595,False,50.4,367,172,317,,2024-11-30T01:00:08.395710Z,54,138,83,0,0,None,0,,513433.jpg,1.3,369,177,0,80,False,0,0.0,Gruda,0.0,586,241,False,None,4,1.14,a,5,36,2024-08-14,88.0,201,117,13,1637,140,4021,85,0.3,2.4,Gruda,0
0,0,156,True,True,100,100,4,0.36,509416,3,,0,0,0,0,273.2,70,56,None,,0,3,1.2,0.7,2,1.13,0.1,2.45,0.22,1.32,16.40,1.46,0.12,Yasin,1.2,243,115,13,1.16,0,59.6,135,80,600,False,174.6,230,97,1010,,2024-12-03T12:30:09.025260Z,50,224,142,0,0,None,0,,509416.jpg,1.7,315,143,0,206,False,0,0.0,Ayari,0.0,560,224,False,None,11,0.98,a,5,36,2023-01-30,149.0,130,87,29,5029,212,4785,164,0.2,5.8,Ayari,3
